ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
1719,A$AP Ferg,Plain Jane,173600,TRUE,2017,74,0.797,0.844,-5.482,0.275,0.0651,0,0.087,0.52,170.142,"hip hop, pop"
1720,French Montana,Unforgettable,233901,TRUE,2017,82,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985,"hip hop, pop"
1721,21 Savage,Bank Account,220306,TRUE,2017,74,0.884,0.347,-8.227,0.35,0.015,7e-06,0.0871,0.376,75.016,hip hop
1722,Axwell /\ Ingrosso,More Than You Know,203000,FALSE,2017,0,0.645,0.741,-4.989,0.0339,0.0323,0,0.29,0.534,123.07,"pop, Dance/Electronic"
1723,ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,239000,FALSE,2017,77,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,"pop, Dance/Electronic"
1724,J Balvin,Mi Gente,189029,FALSE,2017,53,0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,latin
1725,Jax Jones,You Don't Know Me - Radio Edit,213946,TRUE,2016,1,0.876,0.669,-6.054,0.138,0.163,0,0.185,0.682,124.007,"hip hop, pop, Dance/Electronic"
1726,Rae Sremmurd,Black Beatles,291893,TRUE,2016,75,0.794,0.632,-6.163,0.0649,0.142,0,0.128,0.355,145.926,"hip hop, pop"
1727,Zara Larsson,Ain't My Fault,224030,FALSE,2017,67,0.576,0.782,-4.825,0.0296,0.00778,0,0.285,0.355,141.153,"pop, Dance/Electronic"
1728,Travis Scott,BUTTERFLY EFFECT,190677,FALSE,2017,0,0.763,0.598,-6.865,0.0539,0.0714,0,0.112,0.182,140.987,"hip hop, Dance/Electronic"
1729,Ayo & Teo,Rolex,238586,FALSE,2017,69,0.804,0.886,-2.512,0.04,0.0837,0,0.266,0.789,144.946,"hip hop, pop"
1730,Lil Uzi Vert,XO Tour Llif3,182706,TRUE,2017,81,0.732,0.75,-6.366,0.231,0.00264,0,0.109,0.401,155.096,hip hop
1731,Imagine Dragons,Whatever It Takes,201240,FALSE,2017,80,0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,rock
1732,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177184,TRUE,2016,76,0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop
1733,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),216408,TRUE,2017,75,0.696,0.817,-3.862,0.109,0.075,0,0.187,0.782,98.064,"hip hop, pop"
1734,G-Eazy,No Limit,245386,TRUE,2017,0,0.838,0.771,-3.791,0.244,0.0117,0,0.0853,0.405,175.957,"hip hop, pop"
1735,Playboi Carti,Magnolia,181812,TRUE,2017,77,0.791,0.582,-7.323,0.286,0.0114,0,0.35,0.443,162.991,hip hop
1736,Chord Overstreet,Hold On,198853,FALSE,2017,80,0.618,0.443,-9.681,0.0526,0.469,0,0.0829,0.167,119.949,"pop, Folk/Acoustic"
1737,Jax Jones,Breathe,207629,FALSE,2017,58,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
1738,Imagine Dragons,Believer,204346,FALSE,2017,1,0.779,0.787,-4.305,0.108,0.0524,0,0.14,0.708,124.982,rock
1739,Natti Natasha,Criminal,232549,FALSE,2017,74,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997,"pop, latin"
1740,Kendrick Lamar,HUMBLE.,177000,TRUE,2017,0,0.906,0.625,-6.779,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,hip hop
1741,Selena Gomez,Fetish (feat. Gucci Mane),186112,FALSE,2017,69,0.708,0.618,-4.424,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,pop
1742,Charlie Puth,Attention,211475,FALSE,2017,0,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,pop
1743,Big Shaq,Man's Not Hot,186026,FALSE,2017,62,0.905,0.884,-4.076,0.236,0.111,8.31e-05,0.107,0.588,135.048,"pop, Dance/Electronic"
1744,Anne-Marie,Ciao Adios,200104,FALSE,2017,57,0.698,0.882,-3.078,0.0863,0.127,0,0.15,0.445,106.083,"pop, Dance/Electronic"
1745,Rag'n'Bone Man,Human,200186,FALSE,2017,76,0.602,0.707,-4.097,0.302,0.393,0,0.165,0.554,75.087,R&B
1746,blackbear,do re mi,212027,TRUE,2017,4,0.745,0.593,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,"hip hop, pop, Dance/Electronic"
1747,Lil Pump,Gucci Gang,124055,TRUE,2017,64,0.936,0.523,-6.71,0.0597,0.239,0,0.117,0.699,119.889,hip hop
1748,Taylor Swift,Look What You Made Me Do,211853,FALSE,2017,76,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.126,0.506,128.07,pop
1749,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,FALSE,2017,70,0.688,0.822,-3.304,0.0537,0.0642,0,0.241,0.66,91.011,"pop, latin"
1750,Kodak Black,Tunnel Vision,268186,TRUE,2017,51,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853,hip hop
1751,Kendrick Lamar,DNA.,185946,TRUE,2017,0,0.636,0.517,-6.759,0.36,0.00402,0,0.0874,0.394,139.928,hip hop
1752,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,TRUE,2017,0,0.839,0.81,-5.274,0.0568,0.501,0,0.117,0.814,129.014,hip hop
1753,XXXTENTACION,Jocelyn Flores,119133,TRUE,2017,83,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,hip hop
1754,Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,TRUE,2017,72,0.926,0.666,-5.314,0.244,0.0611,0,0.123,0.168,127.079,"hip hop, pop"
1755,Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,TRUE,2017,67,0.91,0.444,-8.126,0.344,0.022,0,0.137,0.53,149.953,"hip hop, pop"
1756,Martin Garrix,Scared to Be Lonely,220883,FALSE,2017,77,0.584,0.54,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,"pop, Dance/Electronic"
1757,Jonas Blue,Mama,181614,FALSE,2017,51,0.739,0.792,-4.256,0.0418,0.091,0,0.0516,0.547,104.016,"pop, Dance/Electronic"
1758,Martin Jensen,Solo Dance,174933,FALSE,2016,0,0.744,0.836,-2.396,0.0507,0.0435,0,0.194,0.36,114.965,"pop, Dance/Electronic"
1759,Taylor Swift,...Ready For It?,208186,FALSE,2017,73,0.613,0.764,-6.509,0.136,0.0527,0,0.197,0.417,160.015,pop
1760,David Guetta,2U (feat. Justin Bieber),194896,FALSE,2017,67,0.548,0.65,-5.827,0.0591,0.219,0,0.225,0.557,144.937,"hip hop, pop, Dance/Electronic"
1761,Migos,Slippery (feat. Gucci Mane),304041,TRUE,2017,68,0.92,0.675,-5.661,0.263,0.307,0,0.104,0.749,141.967,"hip hop, pop"
1762,Shawn Mendes,There's Nothing Holdin' Me Back,199440,FALSE,2017,0,0.857,0.8,-4.035,0.0583,0.381,0,0.0913,0.966,121.996,pop
1763,G-Eazy,Good Life (with G-Eazy & Kehlani),225520,FALSE,2017,63,0.572,0.778,-5.208,0.233,0.00638,0,0.0563,0.54,168.073,"hip hop, pop"
1764,The Vamps,All Night,197640,FALSE,2017,73,0.538,0.804,-5.194,0.0358,0.0041,0,0.33,0.507,144.992,pop
1765,Dua Lipa,New Rules,212000,FALSE,2017,61,0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,pop
1766,Cardi B,Bodak Yellow,223962,TRUE,2017,59,0.929,0.723,-5.792,0.109,0.0672,0,0.346,0.458,125.022,"hip hop, pop"
1767,Rag'n'Bone Man,Skin,239626,FALSE,2017,67,0.564,0.745,-7.733,0.31,0.265,0,0.147,0.351,170.661,R&B
1768,Zara Larsson,I Would Like,226720,FALSE,2017,57,0.486,0.713,-3.949,0.0524,0.0853,0,0.0839,0.297,121.028,"pop, Dance/Electronic"
1769,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),204173,TRUE,2017,72,0.671,0.672,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,"hip hop, pop"
1770,Post Malone,Congratulations,220293,TRUE,2016,81,0.63,0.804,-4.183,0.0363,0.215,0,0.253,0.492,123.146,hip hop
1771,Avicii,Without You (feat. Sandro Cavazza),181672,TRUE,2017,77,0.662,0.858,-4.844,0.0428,0.00163,0,0.0456,0.295,133.993,"pop, Dance/Electronic"
1772,Clean Bandit,Symphony (feat. Zara Larsson),214866,FALSE,2017,0,0.718,0.609,-4.699,0.043,0.281,3.29e-05,0.234,0.497,122.95,"pop, Dance/Electronic"
1773,Katy Perry,Chained To The Rhythm,237733,FALSE,2017,69,0.562,0.8,-5.404,0.112,0.0814,0,0.199,0.471,95.029,pop
1774,Zay Hilfigerrr,Juju on That Beat (TZ Anthem),144244,FALSE,2016,57,0.807,0.887,-3.892,0.275,0.00381,0,0.391,0.78,160.517,set()
1775,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",223413,TRUE,2017,79,0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,"hip hop, pop, Dance/Electronic"
1776,Migos,T-Shirt,242407,TRUE,2017,64,0.865,0.687,-3.744,0.217,0.242,0,0.158,0.486,139.023,"hip hop, pop"
1777,OneRepublic,Rich Love (with Seeb),201256,FALSE,2017,64,0.401,0.872,-3.641,0.314,0.167,0,0.362,0.472,104.592,pop
1778,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,193613,TRUE,2017,61,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,"rock, pop"
1779,Macklemore,Glorious (feat. Skylar Grey),220454,TRUE,2017,74,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,"hip hop, pop"
1780,Hayden James,NUMB,217296,TRUE,2019,47,0.617,0.558,-7.046,0.0431,0.184,1.03e-06,0.0911,0.4,147.932,"pop, Dance/Electronic"
1781,Liam Payne,Strip That Down,204502,FALSE,2017,1,0.869,0.485,-5.595,0.0545,0.246,0,0.0765,0.527,106.028,pop
1782,Drake,Passionfruit,298940,TRUE,2017,0,0.809,0.463,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98,"hip hop, pop, R&B"
1783,Justin Bieber,Friends (with BloodPop®),189466,FALSE,2017,0,0.744,0.739,-5.35,0.0387,0.00459,0,0.306,0.649,104.99,pop
1784,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",245200,FALSE,2016,0,0.735,0.451,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,"pop, Dance/Electronic"
1785,Alessia Cara,Scars To Your Beautiful,230226,FALSE,2016,76,0.319,0.739,-5.74,0.272,0.0285,0,0.111,0.449,194.169,"pop, R&B"
1786,2 Chainz,It's A Vibe,210200,TRUE,2017,71,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003,"hip hop, pop"
1787,Starley,Call on Me - Ryan Riback Remix,222040,FALSE,2016,48,0.67,0.838,-4.031,0.0362,0.0605,0.000611,0.159,0.716,105,"pop, Dance/Electronic"
1788,AJR,Weak,201160,FALSE,2017,0,0.673,0.637,-4.518,0.0429,0.137,0,0.184,0.678,123.98,rock
1789,Lana Del Rey,Lust for Life (with The Weeknd),264011,FALSE,2017,0,0.499,0.676,-8.618,0.0582,0.588,0.00484,0.358,0.295,99.979,pop
1790,CNCO,Reggaetón Lento (Remix),188786,FALSE,2017,0,0.623,0.909,-3.079,0.0758,0.158,0,0.0972,0.651,93.984,"pop, latin"
1791,The Vamps,Middle Of The Night,174600,FALSE,2017,61,0.588,0.749,-4.323,0.058,0.0037,0,0.0813,0.397,130.093,pop
1792,The Weeknd,I Feel It Coming,269186,FALSE,2016,78,0.773,0.819,-5.946,0.118,0.428,0,0.0679,0.585,92.987,"pop, R&B"
1793,The Chainsmokers,Paris,221506,FALSE,2017,73,0.653,0.658,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,"pop, Dance/Electronic"
1794,Big Sean,Bounce Back,222360,TRUE,2017,71,0.78,0.575,-5.628,0.139,0.106,0,0.129,0.273,81.502,"hip hop, pop"
1795,Shawn Mendes,Mercy,208733,FALSE,2017,0,0.561,0.674,-4.882,0.0818,0.118,0,0.111,0.383,148.127,pop
1796,Avicii,Lonely Together (feat. Rita Ora),181812,FALSE,2017,53,0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,"pop, Dance/Electronic"
1797,Cheat Codes,No Promises (feat. Demi Lovato),223503,FALSE,2017,68,0.741,0.667,-5.445,0.134,0.0575,0,0.106,0.595,112.956,"pop, Dance/Electronic"
1798,Bruno Mars,24K Magic,225983,FALSE,2016,78,0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,pop
1799,Lorde,Homemade Dynamite - REMIX,214254,TRUE,2017,8,0.781,0.548,-4.997,0.0764,0.229,0,0.127,0.175,106.996,"pop, Dance/Electronic"
1800,Kygo,It Ain't Me (with Selena Gomez),220780,FALSE,2017,75,0.64,0.533,-6.596,0.0706,0.119,0,0.0864,0.515,99.968,"pop, Dance/Electronic"
1801,Drake,God's Plan,198973,TRUE,2018,81,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,"hip hop, pop, R&B"
1802,Post Malone,rockstar (feat. 21 Savage),218146,TRUE,2018,83,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,hip hop
1803,Offset,Ric Flair Drip (with Metro Boomin),172800,TRUE,2017,80,0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007,"hip hop, pop"
1804,G-Eazy,Him & I (with Halsey),268866,TRUE,2017,75,0.589,0.731,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,"hip hop, pop"
1805,Dynoro,In My Mind,184560,FALSE,2018,78,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,"pop, Dance/Electronic"
1806,Juice WRLD,Lucid Dreams,239835,TRUE,2018,84,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,hip hop
1807,Zedd,The Middle,184732,FALSE,2018,80,0.753,0.657,-3.061,0.0449,0.171,0,0.112,0.437,107.01,"hip hop, pop, Dance/Electronic"
1808,Marshmello,FRIENDS,202620,TRUE,2018,78,0.626,0.88,-2.384,0.0504,0.205,0,0.128,0.534,95.079,"pop, Dance/Electronic"
1809,Cardi B,I Like It,253390,TRUE,2018,79,0.816,0.726,-3.998,0.129,0.099,0,0.372,0.65,136.048,"hip hop, pop"
1810,XXXTENTACION,Moonlight,135090,TRUE,2018,82,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,hip hop
1811,Ariana Grande,no tears left to cry,205920,FALSE,2018,77,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,pop
1812,Sheck Wes,Mo Bamba,183906,TRUE,2018,77,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,hip hop
1813,Calvin Harris,One Kiss (with Dua Lipa),214846,FALSE,2018,81,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,"hip hop, pop, Dance/Electronic"
1814,Tyga,Taste (feat. Offset),232959,TRUE,2018,73,0.884,0.559,-7.442,0.12,0.0236,0,0.101,0.342,97.994,"hip hop, pop"
1815,Travis Scott,SICKO MODE,312820,TRUE,2018,81,0.834,0.73,-3.714,0.222,0.00513,0,0.124,0.446,155.008,"hip hop, Dance/Electronic"
1816,Imagine Dragons,Natural,189466,FALSE,2018,80,0.704,0.611,-6.112,0.0409,0.217,0,0.0812,0.22,100,rock
1817,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",212500,TRUE,2018,76,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic"
1818,Marshmello,Spotlight,177600,FALSE,2018,71,0.546,0.822,-4.483,0.151,0.0145,0,0.742,0.615,150.06,"pop, Dance/Electronic"
1819,The Weeknd,Pray For Me (with Kendrick Lamar),211440,TRUE,2018,69,0.735,0.677,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584,"pop, R&B"
1820,Billie Eilish,lovely (with Khalid),200185,FALSE,2018,86,0.351,0.296,-10.109,0.0333,0.934,0,0.095,0.12,115.284,"pop, Dance/Electronic"
1821,Migos,Walk It Talk It,276147,TRUE,2018,75,0.907,0.633,-5.145,0.184,0.0876,2.6e-06,0.106,0.395,145.914,"hip hop, pop"
1822,Clean Bandit,Solo (feat. Demi Lovato),222653,FALSE,2018,71,0.737,0.636,-4.546,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,"pop, Dance/Electronic"
1823,Drake,Nonstop,238614,TRUE,2018,77,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,"hip hop, pop, R&B"
1824,6ix9ine,FEFE,179404,TRUE,2018,42,0.931,0.387,-9.127,0.412,0.088,0,0.136,0.376,125.978,hip hop
1825,The Weeknd,Call Out My Name,228373,FALSE,2018,80,0.461,0.593,-4.954,0.0356,0.17,0,0.307,0.175,134.17,"pop, R&B"
1826,Nio Garcia,Te Boté - Remix,417920,TRUE,2018,76,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,latin
1827,Migos,MotorSport,303076,TRUE,2018,72,0.904,0.518,-5.32,0.183,0.0305,0,0.325,0.188,137.996,"hip hop, pop"
1828,Nicky Jam,X,172854,FALSE,2019,74,0.594,0.749,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,latin
1829,XXXTENTACION,SAD!,166605,TRUE,2018,82,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,hip hop
1830,Becky G,Sin Pijama,188560,FALSE,2018,69,0.791,0.745,-3.695,0.0464,0.354,2.93e-05,0.104,0.82,94.014,"pop, latin"
1831,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",202804,FALSE,2017,71,0.653,0.718,-5.232,0.213,0.00413,0,0.0537,0.216,82.034,"hip hop, pop"
1832,6ix9ine,GUMMO,157643,TRUE,2018,63,0.66,0.775,-4.926,0.172,0.0553,0,0.129,0.635,157.036,hip hop
1833,Jax Jones,Breathe,207629,FALSE,2017,58,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985,"hip hop, pop, Dance/Electronic"
1834,The Chainsmokers,Sick Boy,193200,FALSE,2018,69,0.663,0.577,-7.518,0.0531,0.109,0,0.12,0.454,89.996,"pop, Dance/Electronic"
1835,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",229670,TRUE,2018,71,0.645,0.705,-5.008,0.299,0.000813,0,0.128,0.376,137.133,"hip hop, pop"
1836,Rich The Kid,Plug Walk,175229,TRUE,2018,72,0.876,0.519,-6.531,0.143,0.202,0,0.108,0.158,94.981,"hip hop, pop"
1837,Kendrick Lamar,All The Stars (with SZA),232186,TRUE,2018,80,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,hip hop
1838,Logic,Everyday,204746,TRUE,2018,69,0.667,0.741,-4.099,0.0378,0.0425,0,0.0761,0.422,149.908,"hip hop, pop"
1839,Jason Derulo,Tip Toe (feat. French Montana),187521,FALSE,2017,64,0.845,0.709,-4.547,0.0714,0.0233,0,0.094,0.62,98.062,"hip hop, pop"
1840,Ariana Grande,God is a woman,197546,TRUE,2018,78,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031,pop
1841,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332300,TRUE,2018,66,0.713,0.831,-4.75,0.15,0.0168,0,0.118,0.584,173.948,"hip hop, pop"
1842,EO,German,170825,FALSE,2018,67,0.862,0.583,-6.26,0.0654,0.811,1.86e-05,0.191,0.852,103.019,set()
1843,Dennis Lloyd,Nevermind,156600,FALSE,2017,74,0.6,0.688,-8.339,0.201,0.159,1.29e-05,0.409,0.0793,99.977,pop
1844,girl in red,we fell in love in october,184153,FALSE,2018,82,0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.959,"pop, rock, Dance/Electronic"
1845,Selena Gomez,Wolves,197993,FALSE,2017,78,0.724,0.804,-4.614,0.0448,0.124,0,0.204,0.306,124.987,pop
1846,Tiësto,Jackie Chan,215759,TRUE,2018,72,0.747,0.834,-2.867,0.045,0.374,0,0.0586,0.687,128.005,"pop, Dance/Electronic"
1847,Tom Walker,Leave a Light On,185863,FALSE,2017,70,0.586,0.624,-5.946,0.113,0.0153,1.78e-06,0.133,0.267,68.976,"rock, pop"
1848,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201526,FALSE,2018,65,0.792,0.895,-3.112,0.0589,0.165,0,0.0501,0.794,94.968,"pop, latin"
1849,Marshmello,Silence,180822,FALSE,2017,80,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971,"pop, Dance/Electronic"
1850,5 Seconds of Summer,Youngblood,203417,FALSE,2018,69,0.596,0.854,-5.114,0.463,0.0169,0,0.124,0.152,120.274,pop
1851,Loud Luxury,Body (feat. brando),163216,FALSE,2017,0,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,"pop, Dance/Electronic"
1852,Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245453,FALSE,2018,62,0.541,0.787,-4.618,0.0331,0.0167,0,0.157,0.2,113,pop
1853,NF,Let You Down,212120,FALSE,2017,79,0.662,0.714,-5.68,0.121,0.312,0,0.179,0.464,147.997,"hip hop, pop"
1854,XXXTENTACION,changes,121886,FALSE,2018,79,0.669,0.308,-10.068,0.029,0.883,0,0.0984,0.52,64.934,hip hop
1855,Maluma,Corazón (feat. Nego do Borel),184720,FALSE,2018,69,0.722,0.738,-6.073,0.247,0.328,1.47e-05,0.198,0.748,198.075,latin
1856,Cardi B,Bodak Yellow,223712,TRUE,2018,72,0.926,0.703,-6.337,0.103,0.0659,0,0.231,0.485,125.022,"hip hop, pop"
1857,Lil Baby,Yes Indeed,142273,TRUE,2018,79,0.963,0.346,-9.309,0.53,0.0355,0,0.108,0.562,119.957,hip hop
1858,Jonas Blue,Rise,194407,FALSE,2018,70,0.687,0.785,-4.65,0.0333,0.327,0,0.203,0.655,106.046,"pop, Dance/Electronic"
1859,David Guetta,Flames,194680,FALSE,2018,59,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,"hip hop, pop, Dance/Electronic"
1860,Ozuna,Vaina Loca,176133,FALSE,2018,72,0.754,0.805,-4.249,0.0752,0.315,0,0.203,0.555,93.982,latin
1861,Charlie Puth,How Long,200853,FALSE,2018,72,0.845,0.561,-5.253,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,pop
1862,Post Malone,Better Now,231266,TRUE,2018,80,0.68,0.578,-5.804,0.04,0.331,0,0.135,0.341,145.038,hip hop
1863,BlocBoy JB,Look Alive (feat. Drake),181263,TRUE,2018,73,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022,"hip hop, pop"
1864,Eminem,River (feat. Ed Sheeran),221013,TRUE,2017,72,0.748,0.749,-5.916,0.516,0.142,0,0.0713,0.659,90.09,hip hop
1865,Marshmello,Happier,214289,FALSE,2018,82,0.687,0.792,-2.749,0.0452,0.191,0,0.167,0.671,100.015,"pop, Dance/Electronic"
1866,Dean Lewis,Be Alright,196373,TRUE,2018,79,0.553,0.586,-6.319,0.0362,0.697,0,0.0813,0.443,126.684,pop
1867,Charlie Puth,Done for Me (feat. Kehlani),180493,FALSE,2018,67,0.856,0.632,-3.692,0.074,0.193,0,0.0688,0.697,112.009,pop
1868,Migos,Stir Fry,190288,TRUE,2018,72,0.817,0.816,-5.402,0.269,0.00263,0,0.159,0.508,181.982,"hip hop, pop"
1869,YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237240,TRUE,2018,68,0.745,0.346,-7.709,0.331,0.00552,0,0.0881,0.112,203.911,"hip hop, pop"
1870,Drake,In My Feelings,217925,TRUE,2018,75,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03,"hip hop, pop, R&B"
1871,B Young,Jumanji,173153,FALSE,2018,60,0.791,0.473,-9.86,0.25,0.279,0,0.0959,0.603,95.948,"hip hop, Dance/Electronic"
1872,Charlie Puth,The Way I Am,186080,FALSE,2018,64,0.755,0.769,-5.658,0.186,0.314,2.38e-06,0.0628,0.642,114.966,pop
1873,Reik,Me Niego (feat. Ozuna & Wisin),221653,FALSE,2018,1,0.777,0.779,-4.449,0.0972,0.0543,0,0.636,0.768,94.023,"pop, latin"
1874,benny blanco,Eastside (with Halsey & Khalid),173799,FALSE,2018,75,0.56,0.68,-7.648,0.321,0.555,0,0.116,0.319,89.391,"hip hop, pop"
1875,Luis Fonsi,Échame La Culpa,173720,FALSE,2017,62,0.733,0.892,-3.641,0.0417,0.0376,0,0.137,0.675,95.989,"pop, latin"
1876,MK,17,196489,FALSE,2017,65,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,"pop, Dance/Electronic"
1877,Rita Ora,Anywhere,215064,FALSE,2017,63,0.628,0.797,-3.953,0.0596,0.0364,0,0.104,0.321,106.93,"hip hop, pop, Dance/Electronic"
1878,Banx & Ranx,Answerphone (feat. Yxng Bane),190920,FALSE,2018,56,0.671,0.834,-3.928,0.0885,0.0387,0,0.454,0.454,113.021,Dance/Electronic
1879,Ella Mai,Trip,213993,FALSE,2018,72,0.477,0.61,-5.628,0.144,0.225,0,0.107,0.358,79.882,"hip hop, pop, R&B"
1880,Daddy Yankee,Dura,200480,FALSE,2018,71,0.783,0.84,-3.416,0.051,0.174,0,0.412,0.839,95.001,latin
1881,DJ Khaled,No Brainer,260000,TRUE,2018,67,0.552,0.76,-4.706,0.342,0.0733,0,0.0865,0.639,135.702,"hip hop, pop"
1882,Anne-Marie,2002,186986,FALSE,2018,80,0.697,0.683,-2.881,0.117,0.0372,0,0.137,0.603,96.133,"pop, Dance/Electronic"
1883,Bruno Mars,Finesse - Remix; feat. Cardi B,217288,FALSE,2017,74,0.704,0.859,-4.877,0.0996,0.0185,0,0.0215,0.926,105.115,pop
1884,FINNEAS,Let's Fall in Love for the Night,190348,TRUE,2018,71,0.737,0.408,-7.941,0.104,0.802,0,0.171,0.374,127.921,"rock, pop, Dance/Electronic"
1885,Hugh Jackman,The Greatest Show,302146,FALSE,2017,72,0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,easy listening
1886,Halsey,Bad At Love,181279,FALSE,2017,72,0.675,0.751,-3.539,0.0296,0.0604,0,0.0893,0.612,118.384,"pop, Dance/Electronic"
1887,Drake,I'm Upset,214466,TRUE,2018,68,0.899,0.586,-7.866,0.343,0.279,0,0.0836,0.492,150.002,"hip hop, pop, R&B"
1888,Camila Cabello,Never Be the Same,226973,FALSE,2018,74,0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,pop
1889,M.O,Bad Vibe,214253,FALSE,2018,54,0.813,0.701,-4.428,0.0449,0.178,0,0.0962,0.758,110.009,"pop, Dance/Electronic"
1890,Dua Lipa,IDGAF,217946,TRUE,2017,78,0.836,0.544,-5.975,0.0943,0.0403,0,0.0824,0.51,97.028,pop
