ID,artist,song,duration_ms,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
951,The Pussycat Dolls,I Hate This Part,218400,FALSE,2008,64,0.756,0.612,-4.371,0.0317,0.0659,0,0.274,0.452,111.572,"pop, R&B"
952,Akon,Beautiful,312986,FALSE,2008,65,0.74,0.945,-4.442,0.0889,0.123,0,0.112,0.629,130.015,pop
953,Alexandra Burke,Bad Boys (feat. Flo Rida),206480,FALSE,2009,57,0.67,0.866,-3.684,0.0538,0.0115,0,0.358,0.636,140.029,pop
954,Mario,Break Up,249026,TRUE,2009,51,0.44,0.517,-7.355,0.363,0.428,0,0.173,0.475,73.881,"pop, R&B"
955,Drake,Forever,357706,TRUE,2009,73,0.457,0.906,-2.278,0.342,0.249,0,0.182,0.54,104.02,"hip hop, pop, R&B"
956,Selena Gomez & The Scene,Naturally,202586,FALSE,2009,63,0.605,0.902,-5.406,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,"pop, Dance/Electronic"
957,Kanye West,Love Lockdown,270306,FALSE,2008,66,0.76,0.524,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop
958,The Veronicas,Untouched,255360,FALSE,2005,58,0.557,0.783,-4.893,0.234,0.0171,0.0172,0.151,0.442,177.008,"pop, Dance/Electronic"
959,Fabolous,Throw It In The Bag,231573,TRUE,2009,59,0.789,0.55,-7.423,0.0473,0.174,0,0.0614,0.696,172.049,"hip hop, pop, R&B"
960,Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop"
961,Lily Allen,Not Fair,201213,TRUE,2009,54,0.719,0.861,-6.982,0.0402,0.0447,0.00989,0.219,0.948,121.491,pop
962,T.I.,Dead And Gone,299746,TRUE,2008,68,0.713,0.746,-4.99,0.259,0.0402,0,0.601,0.47,135.021,"hip hop, pop"
963,Sean Kingston,Fire Burning,239986,FALSE,2009,71,0.839,0.804,-2.513,0.0329,0.0192,0,0.331,0.888,122.973,"hip hop, pop, R&B"
964,Empire of the Sun,Walking On A Dream,198440,FALSE,2008,77,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,"rock, pop, Dance/Electronic"
965,Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,FALSE,2009,65,0.594,0.874,-3.716,0.0815,0.0116,0,0.549,0.628,119.964,"pop, Dance/Electronic"
966,Nickelback,If Today Was Your Last Day,249066,FALSE,2008,66,0.485,0.911,-5.749,0.0355,8.67e-05,0,0.092,0.568,89.956,"rock, metal"
967,La Roux,Bulletproof,205733,FALSE,2009,71,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,"pop, Dance/Electronic"
968,Kasabian,Fire,252279,FALSE,2009,64,0.525,0.742,-5.643,0.0311,0.0874,0.149,0.117,0.179,117.029,rock
969,Calvin Harris,I'm Not Alone - Radio Edit,210973,FALSE,2009,55,0.597,0.684,-6.614,0.0321,0.00481,0.105,0.317,0.435,130.99,"hip hop, pop, Dance/Electronic"
970,Justin Bieber,One Time,215866,FALSE,2009,71,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,pop
971,Jamie Foxx,Blame It,289746,TRUE,2008,65,0.673,0.614,-5.426,0.103,0.0782,0,0.139,0.362,176.052,"hip hop, pop, R&B"
972,La Roux,In For The Kill,248626,FALSE,2009,59,0.629,0.969,-0.276,0.0455,0.00184,0,0.122,0.905,150.01,"pop, Dance/Electronic"
973,Muse,Uprising,304840,FALSE,2009,75,0.602,0.905,-4.046,0.0775,0.000202,0.064,0.117,0.411,128.019,rock
974,Nickelback,Gotta Be Somebody,252653,FALSE,2008,62,0.536,0.89,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998,"rock, metal"
975,James Morrison,Broken Strings,250453,FALSE,2008,70,0.57,0.717,-4.914,0.029,0.00967,0,0.0833,0.321,111.91,"pop, R&B"
976,T.I.,Whatever You Like,249533,TRUE,2008,74,0.68,0.687,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,"hip hop, pop"
977,Dizzee Rascal,Holiday,220626,FALSE,2011,60,0.545,0.918,-1.925,0.0448,0.0571,0,0.0415,0.855,117.985,"hip hop, pop, Dance/Electronic"
978,Beyoncé,Single Ladies (Put a Ring on It),193213,FALSE,2008,67,0.426,0.584,-5.293,0.296,0.0383,0,0.188,0.272,193.437,"pop, R&B"
979,Boys Like Girls,Love Drunk,226706,FALSE,2009,64,0.44,0.976,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005,pop
980,The-Dream,Rockin' That Shit,221920,TRUE,2009,62,0.672,0.62,-4.865,0.0422,0.123,0,0.362,0.627,78.005,"hip hop, pop, R&B"
981,OneRepublic,Secrets,224693,FALSE,2009,74,0.516,0.764,-6.223,0.0366,0.0717,0,0.115,0.376,148.021,pop
982,JLS,Everybody in Love,195586,FALSE,2013,39,0.705,0.783,-5.971,0.0327,0.0703,0,0.36,0.656,140.022,pop
983,Jason Aldean,Big Green Tractor,204200,FALSE,2009,50,0.616,0.596,-5.035,0.0289,0.654,0,0.218,0.58,137.077,country
984,The Fray,Never Say Never,256613,FALSE,2009,67,0.23,0.492,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,pop
985,Lily Allen,The Fear,207120,TRUE,2009,53,0.661,0.847,-6.948,0.0404,0.419,8.82e-05,0.107,0.522,134.002,pop
986,Kings of Leon,Sex on Fire,203346,FALSE,2008,80,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,rock
987,Drake,Best I Ever Had,258760,TRUE,2010,54,0.431,0.894,-2.673,0.33,0.0951,0,0.188,0.605,162.161,"hip hop, pop, R&B"
988,Kelly Clarkson,Already Gone,281560,FALSE,2009,56,0.209,0.872,-2.996,0.0757,0.217,0,0.0768,0.294,78.139,"pop, R&B"
989,Miley Cyrus,Party In The U.S.A.,202066,FALSE,2009,79,0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop
990,Jordin Sparks,Battlefield,241920,FALSE,2009,57,0.613,0.634,-3.472,0.0339,0.0178,0,0.0639,0.37,144.953,"pop, R&B"
991,Ne-Yo,Mad,254533,FALSE,2008,64,0.731,0.644,-5.348,0.0343,0.665,0,0.11,0.691,129.94,"pop, R&B"
992,Green Day,21 Guns,321093,FALSE,2009,73,0.268,0.742,-4.939,0.0355,0.0518,0,0.626,0.416,159.779,rock
993,Keri Hilson,Knock You Down,326186,FALSE,2009,57,0.588,0.877,-4.78,0.16,0.00952,0,0.171,0.645,155.165,"pop, R&B"
994,Taylor Swift,You Belong With Me,231146,FALSE,2008,55,0.687,0.771,-4.424,0.0384,0.164,2.46e-05,0.112,0.445,129.964,pop
995,Shinedown,Second Chance,222066,FALSE,2008,67,0.46,0.796,-4.501,0.0333,0.00107,0,0.106,0.182,100.011,"rock, metal"
996,Asher Roth,I Love College,241933,TRUE,2009,62,0.713,0.826,-4.075,0.243,0.0897,0,0.421,0.664,86.444,"hip hop, pop"
997,Katy Perry,Waking Up In Vegas,199186,FALSE,2008,49,0.524,0.878,-3.108,0.0346,0.0012,0,0.098,0.59,130.989,pop
998,Kelly Clarkson,My Life Would Suck Without You,211493,FALSE,2009,68,0.526,0.882,-4.006,0.0509,0.0014,0,0.144,0.424,144.982,"pop, R&B"
999,Mumford & Sons,Little Lion Man,245173,TRUE,2009,68,0.517,0.492,-8.05,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,"Folk/Acoustic, rock, pop"
1000,The Fray,You Found Me,241853,FALSE,2009,73,0.338,0.803,-5.412,0.0413,0.0187,0,0.136,0.4,151.994,pop
1001,Bruno Mars,Just the Way You Are,220734,FALSE,2010,77,0.635,0.841,-5.379,0.0422,0.0134,0,0.0622,0.424,109.021,pop
1002,Eminem,Love The Way You Lie,263373,TRUE,2010,81,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,hip hop
1003,Lady Gaga,Bad Romance,294573,TRUE,2009,80,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,pop
1004,Stromae,Alors on danse - Radio Edit,206066,FALSE,2010,77,0.791,0.59,-9.206,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop
1005,Kesha,TiK ToK,199693,FALSE,2010,80,0.755,0.837,-2.718,0.142,0.0991,0,0.289,0.714,120.028,"pop, Dance/Electronic"
1006,David Guetta,Memories (feat. Kid Cudi),210853,FALSE,2010,76,0.546,0.916,-3.932,0.255,0.00144,4.34e-06,0.251,0.375,129.983,"hip hop, pop, Dance/Electronic"
1007,Taio Cruz,Dynamite,202613,FALSE,2010,80,0.751,0.783,-3.724,0.0859,0.00379,0,0.036,0.816,119.975,"hip hop, pop"
1008,Rihanna,Only Girl (In The World),235493,FALSE,2010,73,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906,"hip hop, pop, R&B"
1009,Katy Perry,California Gurls,234653,FALSE,2012,72,0.791,0.754,-3.729,0.0569,0.00446,0,0.163,0.425,125.014,pop
1010,Kesha,Take It Off,215200,FALSE,2010,68,0.729,0.675,-5.292,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,"pop, Dance/Electronic"
1011,INNA,Hot - Play & Win Radio Version,217036,FALSE,2010,42,0.817,0.939,-6.079,0.28,0.0798,0.441,0.431,0.599,128,pop
1012,Far East Movement,Like A G6,216893,FALSE,2010,73,0.435,0.837,-8.126,0.449,0.00676,0,0.117,0.778,124.913,"hip hop, pop"
1013,David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,FALSE,2010,62,0.615,0.913,-5.077,0.0816,0.178,0,0.0773,0.45,129.944,"hip hop, pop, Dance/Electronic"
1014,Duck Sauce,Barbra Streisand - Radio Edit,196533,FALSE,2010,46,0.769,0.922,-1.966,0.108,0.000939,0.197,0.233,0.506,127.965,Dance/Electronic
1015,Lucenzo,Danza Kuduro (feat. Don Omar),213986,FALSE,2011,0,0.622,0.942,-6.365,0.112,0.00713,0,0.0715,0.773,130.003,latin
1016,Rihanna,Te Amo,208426,TRUE,2009,67,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917,"hip hop, pop, R&B"
1017,Timbaland,Carry Out (Featuring Justin Timberlake),232466,FALSE,2009,69,0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68,"hip hop, pop, R&B"
1018,DJ Fresh,Gold Dust - Radio Edit,192446,FALSE,2010,63,0.451,0.948,-0.74,0.147,0.255,0,0.392,0.295,176.985,"pop, Dance/Electronic"
1019,Edward Maya,Stereo Love - Radio Edit,184573,FALSE,2010,66,0.799,0.783,-3.896,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop
1020,Taio Cruz,Break Your Heart,201546,FALSE,2010,74,0.607,0.934,-4.217,0.0314,0.0327,0,0.0909,0.568,122.01,"hip hop, pop"
1021,Black Eyed Peas,Imma Be,257560,FALSE,2009,61,0.597,0.517,-6.963,0.365,0.179,0,0.307,0.412,92.035,"hip hop, pop"
1022,Sidney Samson,Riverside,320348,TRUE,2009,47,0.804,0.976,-2.458,0.0445,0.00023,0.894,0.125,0.237,125.997,Dance/Electronic
1023,Eminem,Not Afraid,248133,TRUE,2010,79,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,hip hop
1024,Lady Gaga,Alejandro,274213,FALSE,2009,67,0.623,0.793,-6.63,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop
1025,Rihanna,Rude Boy,222920,TRUE,2009,74,0.563,0.75,-4.496,0.127,0.113,0,0.0788,0.812,173.906,"hip hop, pop, R&B"
1026,Ne-Yo,Beautiful Monster,251573,FALSE,2010,57,0.708,0.771,-6.99,0.131,0.209,5.32e-06,0.277,0.494,128.013,"pop, R&B"
1027,3OH!3,Starstrukk,203093,FALSE,2010,32,0.605,0.795,-6.086,0.0712,0.00153,0,0.207,0.263,139.896,"hip hop, pop, rock"
1028,Black Eyed Peas,The Time (Dirty Bit),307640,FALSE,2010,69,0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,"hip hop, pop"
1029,Kelly Rowland,Commander,218106,FALSE,2011,59,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638,"hip hop, pop, R&B"
1030,Swedish House Mafia,One (Your Name) - Radio Edit,163246,FALSE,2010,63,0.733,0.673,-6.572,0.0333,0.0132,0.0049,0.16,0.636,125.061,"pop, Dance/Electronic"
1031,Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,TRUE,2011,68,0.692,0.736,-5.109,0.11,0.0324,0,0.0787,0.217,73.987,"hip hop, pop, R&B"
1032,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,FALSE,2010,79,0.663,0.861,-3.398,0.109,0.0338,0,0.082,0.654,119.963,"hip hop, pop, R&B"
1033,Iyaz,Replay,182306,FALSE,2009,75,0.706,0.751,-6.323,0.0708,0.173,0,0.168,0.195,91.031,"hip hop, pop"
1034,Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,FALSE,2010,76,0.616,0.869,-3.911,0.0327,0.0283,0,0.064,0.473,127.966,"hip hop, pop"
1035,Sean Kingston,Eenie Meenie,201946,FALSE,2010,74,0.72,0.607,-4.168,0.0322,0.0543,0,0.113,0.828,121.223,"hip hop, pop, R&B"
1036,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,TRUE,2010,58,0.76,0.595,-6.366,0.0391,0.00544,0,0.241,0.361,131.497,"hip hop, pop"
1037,Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,FALSE,2010,57,0.656,0.931,-4.188,0.0981,0.0613,0,0.219,0.534,91.881,"hip hop, pop, Dance/Electronic"
1038,Bruno Mars,Talking to the Moon,217866,FALSE,2010,76,0.498,0.59,-4.721,0.032,0.511,0,0.107,0.0784,145.867,pop
1039,Miley Cyrus,Can't Be Tamed,168213,FALSE,2010,0,0.63,0.91,-2.919,0.144,0.0287,0,0.196,0.743,116.98,pop
1040,Mike Posner,Cooler Than Me - Single Mix,213293,FALSE,2010,75,0.768,0.82,-4.63,0.0474,0.179,0,0.689,0.625,129.965,"hip hop, pop, Dance/Electronic"
1041,Lady Gaga,Telephone,220640,FALSE,2009,69,0.824,0.836,-5.903,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop
1042,Yolanda Be Cool,We No Speak Americano (JT Radio Edit),157438,FALSE,2010,1,0.901,0.805,-5.005,0.0464,0.0712,0.0812,0.0923,0.737,124.996,Dance/Electronic
1043,Rihanna,Hard,250600,TRUE,2009,55,0.31,0.746,-3.599,0.111,0.0121,0,0.649,0.163,182.032,"hip hop, pop, R&B"
1044,Tinie Tempah,Pass Out,268053,TRUE,2010,53,0.693,0.891,-3.261,0.296,0.0281,0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic"
1045,Adam Lambert,Whataya Want from Me,227320,FALSE,2009,57,0.438,0.672,-4.706,0.0429,0.0055,0,0.0583,0.457,185.934,pop
1046,Trey Songz,Bottoms Up (feat. Nicki Minaj),242013,TRUE,2010,0,0.845,0.601,-5.283,0.161,0.0205,0,0.385,0.329,74.008,"hip hop, pop, R&B"
1047,Timbaland,If We Ever Meet Again (Featuring Katy Perry),292706,FALSE,2009,68,0.652,0.605,-7.371,0.0393,0.00481,0,0.0605,0.394,126.091,"hip hop, pop, R&B"
1048,Enrique Iglesias,I Like It,231373,FALSE,2010,63,0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,"pop, latin"
1049,Tim Berg,Seek Bromance - Avicii’s Vocal Edit,203960,FALSE,2010,0,0.515,0.837,-2.552,0.0401,0.0868,0,0.0403,0.52,126.026,"pop, Dance/Electronic"
1050,Usher,OMG (feat. will.i.am),269493,FALSE,2010,73,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998,"hip hop, pop, R&B"
1051,Maroon 5,Misery,216200,FALSE,2010,67,0.703,0.81,-4.874,0.0424,0.000315,0,0.216,0.726,102.978,pop
1052,Jay Sean,Down,212106,FALSE,2009,3,0.657,0.695,-4.493,0.0321,0.0108,0,0.0822,0.683,65.997,"hip hop, pop, R&B"
1053,Rihanna,Man Down,267000,TRUE,2010,68,0.47,0.904,-4.024,0.177,0.0436,0,0.0491,0.557,155.788,"hip hop, pop, R&B"
1054,3OH!3,My First Kiss (feat. Ke$ha),192440,FALSE,2010,62,0.682,0.889,-4.166,0.0804,0.00564,0,0.36,0.827,138.021,"hip hop, pop, rock"
1055,Justin Bieber,Baby,214240,FALSE,2010,81,0.728,0.859,-5.237,0.137,0.0401,0,0.111,0.535,65.043,pop
1056,Cali Swag District,Teach Me How to Dougie,237480,TRUE,2011,66,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013,"hip hop, pop"
1057,Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206460,TRUE,2010,54,0.736,0.929,-5.89,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,"pop, Dance/Electronic"
1058,K'NAAN,Wavin' Flag,220520,FALSE,2009,57,0.625,0.699,-6.416,0.0729,0.13,0,0.238,0.717,75.974,set()
1059,Ludacris,How Low,201586,TRUE,2010,63,0.785,0.498,-6.977,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,"hip hop, pop"
1060,Kesha,Blah Blah Blah (feat. 3OH!3),172053,TRUE,2010,61,0.752,0.836,-3.173,0.115,0.0843,0.000425,0.424,0.519,120.003,"pop, Dance/Electronic"
1061,DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232506,TRUE,2010,51,0.544,0.781,-3.616,0.189,0.014,0,0.161,0.277,150.1,"hip hop, pop"
1062,Jason Derulo,In My Head,199026,FALSE,2010,65,0.762,0.748,-4.15,0.033,0.0266,0,0.348,0.851,110.009,"hip hop, pop"
1063,Aloe Blacc,I Need A Dollar,243053,FALSE,2010,1,0.84,0.482,-7.116,0.0333,0.202,0,0.0873,0.957,95.498,R&B
1064,B.o.B,Airplanes (feat. Hayley Williams of Paramore),180480,TRUE,2010,74,0.66,0.867,-4.285,0.116,0.11,0,0.0368,0.377,93.033,"hip hop, pop"
1065,Ludacris,My Chick Bad,216933,TRUE,2010,68,0.624,0.723,-6.782,0.378,0.172,0,0.483,0.757,84.789,"hip hop, pop"
1066,Nelly,Just A Dream,237800,FALSE,2010,73,0.531,0.752,-6.161,0.0305,0.0421,0,0.12,0.103,89.917,"hip hop, pop, R&B"
1067,Rihanna,What's My Name?,263173,FALSE,2010,66,0.692,0.786,-2.959,0.069,0.23,0,0.0797,0.583,100.025,"hip hop, pop, R&B"
1068,Shontelle,Impossible,226533,FALSE,2010,35,0.599,0.624,-3.631,0.0343,0.385,0,0.125,0.539,90.034,"pop, R&B"
1069,Take That,The Flood,289359,FALSE,2010,57,0.514,0.83,-6.077,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop
1070,Trey Songz,Say Aah (feat. Fabolous),207546,FALSE,2009,54,0.724,0.87,-3.614,0.113,0.00453,0,0.833,0.81,93.01,"hip hop, pop, R&B"
1071,Jason Derulo,Whatcha Say,221253,FALSE,2010,70,0.615,0.711,-5.507,0.0779,0.0444,0,0.145,0.711,144.036,"hip hop, pop"
1072,Drake,Over,233560,TRUE,2010,57,0.325,0.848,-5.611,0.279,0.0109,0,0.124,0.433,100.093,"hip hop, pop, R&B"
1073,Example,Kickstarts,181826,FALSE,2010,63,0.61,0.836,-4.455,0.0573,0.00374,0,0.358,0.657,126.056,"pop, Dance/Electronic"
1074,Plan B,She Said,208853,FALSE,2010,62,0.72,0.538,-5.85,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic
1075,The Saturdays,Higher,207613,FALSE,2010,61,0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.264,0.596,117.011,"pop, Dance/Electronic"
1076,Jay Sean,Do You Remember,210306,FALSE,2009,2,0.855,0.668,-4.892,0.0644,0.0242,0,0.102,0.803,125.846,"hip hop, pop, R&B"
1077,Usher,Hey Daddy (Daddy's Home),224093,FALSE,2010,60,0.59,0.698,-4.262,0.0286,0.000176,0,0.107,0.352,95.975,"hip hop, pop, R&B"
1078,Lil Wayne,Right Above It,271946,TRUE,2010,68,0.376,0.841,-4.348,0.356,0.0435,0,0.578,0.463,76.052,"hip hop, pop"
1079,The Wanted,All Time Low,205200,FALSE,2010,18,0.689,0.615,-5.022,0.0563,0.352,0,0.0789,0.783,134.036,"pop, Dance/Electronic"
1080,Kesha,Your Love Is My Drug,187133,FALSE,2010,69,0.826,0.612,-3.891,0.0982,0.00681,0,0.0889,0.756,120.057,"pop, Dance/Electronic"
1081,Ellie Goulding,Starry Eyed,176613,FALSE,2010,54,0.504,0.814,-5.346,0.0389,0.135,1.42e-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic"
1082,Drake,Find Your Love,208946,FALSE,2010,56,0.625,0.613,-6.005,0.173,0.0209,0,0.0286,0.738,96.033,"hip hop, pop, R&B"
1083,Jason Derulo,Ridin' Solo,215746,FALSE,2010,66,0.442,0.83,-4.02,0.146,0.128,0,0.129,0.578,89.338,"hip hop, pop"
1084,Two Door Cinema Club,What You Know,189693,FALSE,2010,0,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,"World/Traditional, rock, pop"
1085,JAY-Z,Young Forever,253906,TRUE,2009,65,0.637,0.69,-3.214,0.0693,0.417,0,0.211,0.103,140.329,hip hop
1086,Young Money,BedRock,288133,TRUE,2009,71,0.733,0.664,-6.163,0.295,0.102,0,0.191,0.557,148.005,"hip hop, pop"
1087,B.o.B,Nothin' on You (feat. Bruno Mars),268320,FALSE,2010,74,0.688,0.853,-5.814,0.0493,0.386,0,0.0862,0.743,103.993,"hip hop, pop"
1088,Katy Perry,Teenage Dream,227741,FALSE,2010,69,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop
1089,Scouting For Girls,This Ain't a Love Song,210680,FALSE,2017,52,0.458,0.905,-4.157,0.0451,0.000431,0,0.378,0.553,176.667,"pop, rock"
1090,Travie McCoy,Billionaire (feat. Bruno Mars),211160,TRUE,2010,72,0.633,0.673,-6.403,0.258,0.297,0,0.206,0.659,86.776,"hip hop, pop"
1091,Owl City,Fireflies,228346,FALSE,2009,78,0.512,0.662,-6.797,0.0439,0.0275,0,0.118,0.472,180.114,"rock, pop"
1092,Alicia Keys,Empire State of Mind (Part II) Broken Down,216480,FALSE,2009,71,0.484,0.368,-7.784,0.0341,0.74,3.82e-05,0.118,0.142,92.923,"pop, R&B"
1093,Lady A,Need You Now,236440,FALSE,2010,73,0.581,0.717,-4.433,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country"
1094,Taylor Swift,Back To December,293026,FALSE,2010,65,0.529,0.67,-4.663,0.0303,0.117,0,0.334,0.286,141.893,pop
1095,Neon Trees,Animal,212306,FALSE,2010,64,0.482,0.829,-5.576,0.0437,0.00034,0,0.378,0.739,147.99,"rock, pop"
1096,Kris Allen,Live Like We're Dying,212506,FALSE,2009,51,0.589,0.893,-2.948,0.0397,0.0273,0,0.343,0.94,92.011,pop
1097,Matt Cardle,When We Collide,226000,FALSE,2011,46,0.443,0.683,-5.521,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,pop
1098,Robyn,Dancing On My Own,288670,FALSE,2010,0,0.687,0.865,-4.663,0.0349,0.0743,0.225,0.0966,0.261,117.015,"pop, Dance/Electronic"
1099,The Band Perry,If I Die Young,222773,FALSE,2010,64,0.606,0.497,-6.611,0.0277,0.348,0,0.275,0.362,130.739,country
1100,B.o.B,Magic (feat. Rivers Cuomo),196133,FALSE,2010,65,0.549,0.932,-4.11,0.343,0.0127,0,0.347,0.787,82.439,"hip hop, pop"
1101,Adele,Rolling in the Deep,228093,TRUE,2011,2,0.73,0.77,-5.114,0.0298,0.138,0,0.0473,0.507,104.948,"pop, R&B"
1102,Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201493,FALSE,2010,77,0.722,0.761,-4.459,0.0475,0.0117,0,0.315,0.624,128.044,pop
1103,LMFAO,Party Rock Anthem,262146,FALSE,2011,73,0.751,0.736,-4.168,0.156,0.0206,0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic"
1104,Katy Perry,Firework,227893,FALSE,2010,72,0.638,0.832,-5.039,0.049,0.141,0,0.113,0.648,124.071,pop
1105,Bruno Mars,Grenade,222091,FALSE,2010,78,0.704,0.558,-7.273,0.0542,0.148,0,0.107,0.245,110.444,pop
1106,Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234453,FALSE,2011,71,0.595,0.912,-3.428,0.0884,0.0434,0,0.259,0.762,128.024,"hip hop, pop, latin"
1107,Alexandra Stan,Mr. Saxobeat,195105,FALSE,2011,0,0.726,0.931,-4.152,0.0468,0.0218,0.000283,0.143,0.797,126.976,"pop, Dance/Electronic"
1108,David Guetta,Who's That Chick? (feat. Rihanna),201040,FALSE,2010,71,0.675,0.602,-4.733,0.116,0.00377,0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic"
1109,Jennifer Lopez,On The Floor,284866,FALSE,2011,79,0.73,0.777,-5.194,0.0496,0.105,0.000478,0.0691,0.575,130,"hip hop, pop, R&B"
1110,Rihanna,S&M,243533,FALSE,2010,73,0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B"
1111,Kesha,Blow,219973,FALSE,2010,69,0.753,0.729,-3.862,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,"pop, Dance/Electronic"
1112,Snoop Dogg,Sweat - Remix,195986,FALSE,2011,68,0.813,0.732,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop"
1113,Taio Cruz,Higher,187626,FALSE,2010,61,0.672,0.907,-5.069,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,"hip hop, pop"
1114,Usher,More - RedOne Jimmy Joker Remix,219986,FALSE,2010,67,0.551,0.893,-2.628,0.0543,0.00166,0,0.348,0.794,125.083,"hip hop, pop, R&B"
1115,Example,Changed the Way You Kiss Me - Radio Edit,195466,FALSE,2011,42,0.578,0.857,-3.78,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic"
1116,Black Eyed Peas,Just Can’t Get Enough,219426,FALSE,2010,76,0.659,0.628,-8.685,0.179,0.186,0,0.105,0.262,94.05,"hip hop, pop"
1117,David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194840,TRUE,2012,72,0.666,0.876,-3.078,0.0414,0.055,0,0.259,0.552,129.884,"hip hop, pop, Dance/Electronic"
1118,Lykke Li,I Follow Rivers - The Magician Remix,281106,FALSE,2011,51,0.786,0.709,-5.737,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic"
1119,Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252306,FALSE,2011,81,0.671,0.939,-3.206,0.161,0.191,0,0.298,0.53,129.024,"hip hop, pop, latin"
1120,Selena Gomez & The Scene,Love You Like A Love Song,188453,FALSE,2011,79,0.858,0.678,-3.87,0.0469,0.0761,0,0.0741,0.922,117.009,"pop, Dance/Electronic"
1121,Wiz Khalifa,Black and Yellow,217666,TRUE,2011,75,0.684,0.834,-4.524,0.0675,0.0646,0,0.271,0.538,164.02,"hip hop, pop"
1122,Katy Perry,E.T.,229573,FALSE,2012,65,0.62,0.869,-5.252,0.175,0.0181,0,0.369,0.76,151.684,pop
